id_str,pos,neg
596372476923408384,0.5775288825,0.4224711175
596221047147536384,0.71796358175,0.28203641825
596633065549533186,0.785827054417,0.214172945583
594092087802494976,0.46592882,0.53407118
596265060919582721,0.3978574897,0.6021425103
595729090600169473,0.6964134695,0.3035865305
595460162674171904,0.26290964525,0.73709035475
596569871829336064,0.558961467,0.441038533
594605808052269056,0.586054317875,0.413945682125
595628958038753281,0.78658396825,0.21341603175
596320422884483072,0.4887534455,0.5112465545
596420200225972225,0.688476704667,0.311523295333
595290812721831936,0.384235778,0.615764222
596271736355745792,0.5418161645,0.4581838355
596804775452266496,0.33369893575,0.66630106425
595859461983576064,0.639758040333,0.360241959667
596626343837736960,0.500171652857,0.499828347143
596446921419534336,0.586285266,0.413714734
596754838924308482,0.527389472286,0.472610527714
596196250636124160,0.6557084788,0.3442915212
596447345677570049,0.330409915167,0.669590084833
596252369047912448,0.558961467,0.441038533
596649530239647744,0.347682874875,0.652317125125
596565018835087360,0.6591980765,0.3408019235
596422664085962752,0.511597478,0.488402522
595118241212661760,0.748145082,0.251854918
596571968276668416,0.431130690556,0.568869309444
596439703148220416,0.4635445635,0.5364554365
594949809049620480,0.538790276,0.461209724
596565564765638656,0.654504142375,0.345495857625
596034731780796416,0.266496135417,0.733503864583
596424357968240641,0.596096298,0.403903702
595656433259130880,0.49165607625,0.50834392375
596386350703747072,0.540934981167,0.459065018833
594267059862773760,0.5629554055,0.4370445945
596327047485493248,0.586322431333,0.413677568667
595395926115627008,0.6560282795,0.3439717205
595336159796064256,0.6937517345,0.3062482655
596381193500631041,0.5775288825,0.4224711175
596206474545778688,0.576443211063,0.423556788937
594540083136614400,0.0573383235,0.9426616765
596044705261031425,0.45510460775,0.54489539225
596447312001503232,0.5816929805,0.4183070195
595523442159550465,0.50890897875,0.49109102125
596755887961677824,0.527389472286,0.472610527714
596767859960848385,0.33369893575,0.66630106425
596461013978972161,0.489944782625,0.510055217375
594825030330093568,0.706817131,0.293182869
595775814437834752,0.4848025239,0.5151974761
596350687203749888,0.558961467,0.441038533
596207785236418560,0.839160557,0.160839443
594248802787262464,0.612860132,0.387139868
594465648341815296,0.55595935975,0.44404064025
594629485850419200,0.585294736,0.414705264
596447663580696576,0.4095446955,0.5904553045
594857557216354304,0.418564831,0.581435169
594119254108217344,0.464233489,0.535766511
594478415710912513,0.5629554055,0.4370445945
596324127633514496,0.593280768167,0.406719231833
596085488869625856,0.50927040925,0.49072959075
596238577157144576,0.415060197375,0.584939802625
596701411351605250,0.546049371625,0.453950628375
594131717708873729,0.612860132,0.387139868
596083278051966976,0.582734375875,0.417265624125
596361369802383361,0.656033261528,0.343966738472
595288388992946176,0.4215979215,0.5784020785
596551131871973376,0.608541696643,0.391458303357
595308963404578817,0.4916356345,0.5083643655
596567345742610432,0.73389647575,0.26610352425
595583192838582272,0.381436031167,0.618563968833
595941469506117632,0.464233489,0.535766511
594240753678819328,0.696090516,0.303909484
596571043751395328,0.5916264866,0.4083735134
596762008487337984,0.508094839875,0.491905160125
595379520997367809,0.404876870688,0.595123129312
596387310981226496,0.642312524,0.357687476
596434553222332419,0.558961467,0.441038533
594267464915124224,0.5629554055,0.4370445945
594631689839779840,0.492080190625,0.507919809375
596494917733584897,0.608541696643,0.391458303357
596353708851634176,0.558961467,0.441038533
596032692195610625,0.5637779566,0.4362220434
596304561448550401,0.539348948313,0.460651051688
595271707474186240,0.6713399545,0.3286600455
596446780453220352,0.711421959,0.288578041
596072438619893763,0.546176752375,0.453823247625
596724791018528769,0.372896173,0.627103827
594202567309185025,0.5862913079,0.4137086921
596345501487931393,0.494970391875,0.505029608125
596441639981289472,0.475629562,0.524370438
596606029267410944,0.524174348833,0.475825651167
595455291660992512,0.52172885125,0.47827114875
596249724124045312,0.780766378917,0.219233621083
596465747418861569,0.705910876,0.294089124
595533620602904576,0.181740604333,0.818259395667
596403183926272000,0.4750950501,0.5249049499
595491075776716800,0.4361662504,0.5638337496
596331308625829888,0.55601531,0.44398469
596441291271049216,0.499018438524,0.500981561476
595489255255859200,0.456842669,0.543157331
595189305087234048,0.8851234335,0.1148765665
595950282414149632,0.492063533333,0.507936466667
594199859185463296,0.49342983,0.50657017
595294435656790019,0.464233489,0.535766511
595870219949707264,0.700116220042,0.299883779958
596073427997429761,0.54365160475,0.45634839525
594091474771386368,0.423030068714,0.576969931286
594802809972785152,0.56784619925,0.43215380075
596591292450242560,0.5760298635,0.4239701365
596301595190685697,0.576488929167,0.423511070833
596694121332506624,0.875135406167,0.124864593833
596703404891734016,0.558961467,0.441038533
596289203429896192,0.558961467,0.441038533
595304633024827392,0.615578147,0.384421853
596318064301441024,0.519569627667,0.480430372333
596763554507788288,0.33369893575,0.66630106425
596277436985307136,0.558961467,0.441038533
596405317388390400,0.595691784,0.404308216
595385953327296512,0.6560282795,0.3439717205
595893074196299776,0.4711391415,0.5288608585
594386783552561153,0.5629554055,0.4370445945
596271540884414466,0.558961467,0.441038533
596619167773655040,0.739390112375,0.260609887625
596304343562899456,0.66995887675,0.33004112325
596312733072662528,0.46592882,0.53407118
594583105123590145,0.460978938417,0.539021061583
595447410777665540,0.596096298,0.403903702
596786068667564033,0.527389472286,0.472610527714
594264398111363074,0.5629554055,0.4370445945
